Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values
100.8,8.5,L,,,,,,144.2,220.9,M,,,,,,,,,,,,
100.8,53.5,L,,,,,,144.9,31.8,L,,,,,,,,,,,,
100.8,60.5,L,,,,,,144.9,106.2,L,,,,,,,,,,,,
100.8,96.1,L,,,,,,144.9,129.4,M,,,,,,,,,,,,
100.8,129.4,M,,,,,,144.9,200.7,L,,,,,,,,,,,,
100.8,212.4,L,,,,,,144.9,320.1,S,,,,,,,,,,,,
101.5,3.9,L,,,,,,144.9,335.6,M,,,,,,,,,,,,
101.5,65.1,L,,,,,,144.9,352.7,M,,,,,,,,,,,,
101.5,91.5,L,,,,,,144.9,365.8,L,,,,,,,,,,,,
101.5,134.1,M,,,,,,144.9,375.1,L,,,,,,,,,,,,
102.3,72.1,L,,,,,,144.9,385.2,M,,,,,,,,,,,,
102.3,76.7,L,,,,,,145.7,4.7,L,,,,,,,,,,,,
102.3,172.8,L,,,,,,145.7,24.8,L,,,,,,,,,,,,
102.3,183.7,M,,,,,,145.7,64.3,L,,,,,,,,,,,,
102.3,195.3,L,,,,,,145.7,95.3,L,,,,,,,,,,,,
102.3,220.9,L,,,,,,146.5,73.6,M,,,,,,,,,,,,
103.1,20.9,M,,,,,,146.5,119.4,L,,,,,,,,,,,,
103.1,30.2,M,,,,,,146.5,248.8,L,,,,,,,,,,,,
103.1,34.9,M,,,,,,146.5,341.8,L,,,,,,,,,,,,
103.1,39.5,L,,,,,,147.3,11.6,L,,,,,,,,,,,,
103.1,86,L,,,,,,147.3,47.3,M,,,,,,,,,,,,
103.1,100,L,,,,,,147.3,57.4,M,,,,,,,,,,,,
103.1,163.5,L,,,,,,147.3,211.6,L,,,,,,,,,,,,
103.1,201.5,L,,,,,,147.3,270.5,L,,,,,,,,,,,,
103.1,237.9,L,,,,,,147.3,286.8,M,,,,,,,,,,,,
103.9,13.2,M,,,,,,147.3,301.5,M,,,,,,,,,,,,
103.9,45,L,,,,,,147.3,310.8,L,,,,,,,,,,,,
103.9,106.2,M,,,,,,148,180.6,M,,,,,,,,,,,,
103.9,111.6,L,,,,,,148,258.9,L,,,,,,,,,,,,
103.9,138.7,M,,,,,,148.8,231,L,,,,,,,,,,,,
103.9,146.5,L,,,,,,149.6,134.9,M,,,,,,,,,,,,
103.9,152.7,L,,,,,,149.6,155,M,,,,,,,,,,,,
103.9,158.1,M,,,,,,149.6,162,M,,,,,,,,,,,,
103.9,179,L,,,,,,149.6,171.3,L,,,,,,,,,,,,
103.9,206.9,L,,,,,,149.6,239.5,L,,,,,,,,,,,,
103.9,215.5,S,,,,,,149.6,326.3,L,,,,,,,,,,,,
103.9,226.3,M,,,,,,150.4,35.7,S,,,,,,,,,,,,
104.6,49.6,L,,,,,,150.4,145.7,L,,,,,,,,,,,,
104.6,94.6,L,,,,,,150.4,294.5,L,,,,,,,,,,,,
104.6,120.9,L,,,,,,151.1,79.8,L,,,,,,,,,,,,
104.6,188.3,M,,,,,,151.1,113.9,L,,,,,,,,,,,,
105.4,26.4,M,,,,,,151.1,123.2,S,,,,,,,,,,,,
105.4,55,L,,,,,,151.1,280.6,L,,,,,,,,,,,,
105.4,124.8,M,,,,,,151.1,354.2,M,,,,,,,,,,,,
105.4,130.2,M,,,,,,151.9,16.3,M,,,,,,,,,,,,
106.2,66.7,L,,,,,,151.9,27.1,L,,,,,,,,,,,,
106.2,74.4,M,,,,,,151.9,188.3,L,,,,,,,,,,,,
106.2,79.8,M,,,,,,151.9,195.3,L,,,,,,,,,,,,
106.2,89.1,L,,,,,,151.9,223.2,L,,,,,,,,,,,,
106.2,232.5,L,,,,,,152.7,52.7,M,,,,,,,,,,,,
107,17.1,L,,,,,,152.7,64.3,L,,,,,,,,,,,,
107,36.4,M,,,,,,152.7,96.1,M,,,,,,,,,,,,
107,99.2,S,,,,,,152.7,315.4,M,,,,,,,,,,,,
107,135.6,L,,,,,,152.7,336.4,M,,,,,,,,,,,,
107,165.9,M,,,,,,152.7,373.6,L,,,,,,,,,,,,
107,211.6,M,,,,,,152.7,382.1,L,,,,,,,,,,,,
107.7,21.7,M,,,,,,153.5,103.1,M,,,,,,,,,,,,
107.7,41.9,L,,,,,,153.5,204.6,L,,,,,,,,,,,,
107.7,60.5,S,,,,,,153.5,270.5,S,,,,,,,,,,,,
107.7,115.5,M,,,,,,154.2,44.2,L,,,,,,,,,,,,
107.7,195.3,L,,,,,,154.2,257.3,M,,,,,,,,,,,,
107.7,220.9,L,,,,,,154.2,345.7,L,,,,,,,,,,,,
107.7,240.3,L,,,,,,154.2,363.5,M,,,,,,,,,,,,
108.5,3.1,S,,,,,,154.2,389.9,L,,,,,,,,,,,,
108.5,30.2,S,,,,,,155,70.5,L,,,,,,,,,,,,
108.5,45,L,,,,,,155,211.6,L,,,,,,,,,,,,
108.5,110.1,M,,,,,,155,232.5,L,,,,,,,,,,,,
108.5,141.8,L,,,,,,155.8,7,M,,,,,,,,,,,,
108.5,183.7,S,,,,,,155.8,89.9,M,,,,,,,,,,,,
108.5,203.1,M,,,,,,155.8,137.2,L,,,,,,,,,,,,
108.5,236.4,M,,,,,,155.8,168.2,L,,,,,,,,,,,,
109.3,12.4,L,,,,,,155.8,176.7,L,,,,,,,,,,,,
109.3,52.7,L,,,,,,155.8,248,L,,,,,,,,,,,,
109.3,70.5,S,,,,,,155.8,299.2,L,,,,,,,,,,,,
109.3,82.9,M,,,,,,156.6,35.7,M,,,,,,,,,,,,
109.3,93.8,L,,,,,,156.6,80.6,L,,,,,,,,,,,,
109.3,121.7,L,,,,,,156.6,148.8,M,,,,,,,,,,,,
109.3,147.3,L,,,,,,156.6,286.8,M,,,,,,,,,,,,
109.3,152.7,M,,,,,,157.3,20.9,L,,,,,,,,,,,,
109.3,159.7,M,,,,,,157.3,127.9,M,,,,,,,,,,,,
109.3,178.3,L,,,,,,157.3,157.3,S,,,,,,,,,,,,
109.3,189.9,L,,,,,,158.1,13.2,L,,,,,,,,,,,,
110.1,7,L,,,,,,158.1,119.4,L,,,,,,,,,,,,
110.1,103.9,L,,,,,,158.1,241,L,,,,,,,,,,,,
110.1,128.7,L,,,,,,158.9,110.1,L,,,,,,,,,,,,
110.1,227.9,L,,,,,,158.9,143.4,L,,,,,,,,,,,,
110.8,38,L,,,,,,158.9,198.4,L,,,,,,,,,,,,
110.8,64.3,L,,,,,,158.9,217.8,M,,,,,,,,,,,,
110.8,76.7,L,,,,,,158.9,265.1,L,,,,,,,,,,,,
110.8,207.7,M,,,,,,158.9,276.7,L,,,,,,,,,,,,
110.8,217,L,,,,,,158.9,306.9,M,,,,,,,,,,,,
111.6,16.3,L,,,,,,158.9,327.8,S,,,,,,,,,,,,
111.6,26.4,L,,,,,,158.9,379,M,,,,,,,,,,,,
111.6,87.6,M,,,,,,159.7,51.9,L,,,,,,,,,,,,
111.6,198.4,L,,,,,,159.7,225.5,L,,,,,,,,,,,,
111.6,241,L,,,,,,159.7,352.7,L,,,,,,,,,,,,
111.6,246.5,L,,,,,,159.7,369.7,M,,,,,,,,,,,,
112.4,20.9,L,,,,,,160.4,43.4,L,,,,,,,,,,,,
112.4,57.4,L,,,,,,160.4,101.5,L,,,,,,,,,,,,
112.4,112.4,M,,,,,,160.4,182.1,M,,,,,,,,,,,,
112.4,117,L,,,,,,160.4,188.3,M,,,,,,,,,,,,
112.4,132.5,M,,,,,,160.4,340.2,L,,,,,,,,,,,,
112.4,232.5,L,,,,,,161.2,255,S,,,,,,,,,,,,
113.2,2.3,L,,,,,,162,28.7,M,,,,,,,,,,,,
113.2,31.8,L,,,,,,162,68.2,L,,,,,,,,,,,,
113.2,42.6,M,,,,,,162,205.4,S,,,,,,,,,,,,
113.2,48.1,L,,,,,,162.8,93,L,,,,,,,,,,,,
113.2,138,M,,,,,,162.8,137.2,L,,,,,,,,,,,,
113.2,164.3,L,,,,,,162.8,172.1,L,,,,,,,,,,,,
113.2,185.2,L,,,,,,162.8,290.6,M,,,,,,,,,,,,
113.2,213.1,L,,,,,,162.8,315.4,L,,,,,,,,,,,,
113.2,222.4,L,,,,,,162.8,358.9,L,,,,,,,,,,,,
113.9,9.3,L,,,,,,163.5,5.4,S,,,,,,,,,,,,
113.9,53.5,L,,,,,,163.5,35.7,S,,,,,,,,,,,,
113.9,72.1,M,,,,,,163.5,76,M,,,,,,,,,,,,
113.9,82.9,L,,,,,,163.5,118.6,M,,,,,,,,,,,,
113.9,90.7,M,,,,,,163.5,242.6,M,,,,,,,,,,,,
113.9,96.1,L,,,,,,163.5,300.7,L,,,,,,,,,,,,
113.9,107,M,,,,,,164.3,153.5,L,,,,,,,,,,,,
113.9,121.7,M,,,,,,164.3,162.8,L,,,,,,,,,,,,
113.9,143.4,L,,,,,,164.3,387.5,M,,,,,,,,,,,,
113.9,149.6,L,,,,,,164.9,323.4,L,,,,,,,,,,,,
113.9,193,M,,,,,,165.1,20.9,L,,,,,,,,,,,,
114.7,67.4,L,,,,,,165.1,85.3,L,,,,,,,,,,,,
114.7,155.8,L,,,,,,165.1,106.2,L,,,,,,,,,,,,
114.7,172.1,L,,,,,,165.1,195.3,M,,,,,,,,,,,,
114.7,175.9,NC,,,,,,165.1,213.1,L,,,,,,,,,,,,
114.7,203.1,L,,,,,,165.1,272.8,L,,,,,,,,,,,,
115.5,12.4,L,,,,,,165.1,348,M,,,,,,,,,,,,
115.5,36.4,M,,,,,,165.9,331.7,L,,,,,,,,,,,,
115.5,62,L,,,,,,166.6,10.1,L,,,,,,,,,,,,
115.5,102.3,L,,,,,,166.6,50.4,L,,,,,,,,,,,,
115.5,238.7,M,,,,,,166.6,58.9,L,,,,,,,,,,,,
115.5,243.4,L,,,,,,166.6,126.3,L,,,,,,,,,,,,
116.3,26.4,M,,,,,,166.6,143.4,L,,,,,,,,,,,,
116.3,76.7,L,,,,,,166.6,224,M,,,,,,,,,,,,
116.3,128.7,S,,,,,,166.6,248.8,M,,,,,,,,,,,,
116.3,162,S,,,,,,166.6,280.6,L,,,,,,,,,,,,
116.3,180.6,M,,,,,,166.6,375.1,L,,,,,,,,,,,,
116.3,217,L,,,,,,167.4,179,S,,,,,,,,,,,,
116.3,227.1,L,,,,,,167.4,263.5,L,,,,,,,,,,,,
117,17.8,L,,,,,,167.4,366.6,L,,,,,,,,,,,,
117,40.3,L,,,,,,168.2,186,L,,,,,,,,,,,,
117,134.1,L,,,,,,168.2,235.6,M,,,,,,,,,,,,
117.8,7.8,M,,,,,,169,41.9,L,,,,,,,,,,,,
117.8,45.7,L,,,,,,169,99.2,S,,,,,,,,,,,,
117.8,85.3,L,,,,,,169,111.6,L,,,,,,,,,,,,
117.8,119.4,M,,,,,,169,133.3,L,,,,,,,,,,,,
117.8,139.5,L,,,,,,169,169,M,,,,,,,,,,,,
117.8,196.1,L,,,,,,169,205.4,L,,,,,,,,,,,,
118.6,31,L,,,,,,169,313.1,L,,,,,,,,,,,,
118.6,56.6,L,,,,,,169,322.4,L,,,,,,,,,,,,
118.6,70.5,L,,,,,,169.7,64.3,S,,,,,,,,,,,,
118.6,93,M,,,,,,169.7,76,L,,,,,,,,,,,,
118.6,107.7,L,,,,,,169.7,342.6,L,,,,,,,,,,,,
118.6,113.2,S,,,,,,170.5,4.7,L,,,,,,,,,,,,
118.6,145.7,L,,,,,,170.5,22.5,M,,,,,,,,,,,,
118.6,189.1,M,,,,,,170.5,28.7,M,,,,,,,,,,,,
118.6,206.2,M,,,,,,170.5,155,M,,,,,,,,,,,,
118.6,212.4,L,,,,,,170.5,303.8,L,,,,,,,,,,,,
119.4,22.5,L,,,,,,171.3,86,L,,,,,,,,,,,,
119.4,49.6,S,,,,,,171.3,356.5,L,,,,,,,,,,,,
119.4,65.1,L,,,,,,171.3,382.1,L,,,,,,,,,,,,
119.4,80.6,M,,,,,,172.1,119.4,L,,,,,,,,,,,,
119.4,157.3,L,,,,,,172.1,278.2,L,,,,,,,,,,,,
119.4,168.2,M,,,,,,172.8,145.7,L,,,,,,,,,,,,
119.4,232.5,M,,,,,,172.8,211.6,L,,,,,,,,,,,,
120.1,12.4,M,,,,,,172.8,229.4,M,,,,,,,,,,,,
120.1,35.7,L,,,,,,172.8,244.1,L,,,,,,,,,,,,
120.1,98.4,L,,,,,,172.8,256.5,M,,,,,,,,,,,,
120.1,124.8,M,,,,,,173.6,13.2,M,,,,,,,,,,,,
120.1,151.1,M,,,,,,173.6,96.1,L,,,,,,,,,,,,
120.1,173.6,L,,,,,,173.6,268.9,L,,,,,,,,,,,,
120.1,184.5,L,,,,,,173.6,330.9,L,,,,,,,,,,,,
120.1,237.2,L,,,,,,174.4,35.7,M,,,,,,,,,,,,
120.9,75.2,L,,,,,,174.4,48.8,L,,,,,,,,,,,,
120.9,103.1,M,,,,,,174.4,58.1,M,,,,,,,,,,,,
120.9,130.2,L,,,,,,174.4,103.9,M,,,,,,,,,,,,
120.9,136.4,M,,,,,,174.4,190.7,L,,,,,,,,,,,,
120.9,162.8,L,,,,,,174.4,201.5,L,,,,,,,,,,,,
120.9,200.7,L,,,,,,174.4,373.6,S,,,,,,,,,,,,
120.9,221.7,M,,,,,,175.2,69.8,L,,,,,,,,,,,,
121.7,17.8,L,,,,,,175.2,127.9,M,,,,,,,,,,,,
121.7,60.5,M,,,,,,175.2,180.6,M,,,,,,,,,,,,
121.7,217,M,,,,,,175.2,220.9,L,,,,,,,,,,,,
121.7,227.9,L,,,,,,175.2,287.5,M,,,,,,,,,,,,
122.5,3.1,L,,,,,,175.2,311.6,L,,,,,,,,,,,,
122.5,41.1,L,,,,,,175.5,114.4,M,,,,,,,,,,,,
122.5,45.7,L,,,,,,175.9,138,M,,,,,,,,,,,,
122.5,83.7,M,,,,,,175.9,162,L,,,,,,,,,,,,
122.5,87.6,M,,,,,,175.9,172.8,L,,,,,,,,,,,,
122.5,194.5,M,,,,,,175.9,235.6,M,,,,,,,,,,,,
123.2,7.8,L,,,,,,175.9,298.4,L,,,,,,,,,,,,
123.2,31,L,,,,,,175.9,323.2,L,,,,,,,,,,,,
123.2,50.4,L,,,,,,176.7,262.7,M,,,,,,,,,,,,
123.2,69,L,,,,,,176.7,349.6,M,,,,,,,,,,,,
123.2,113.2,L,,,,,,176.7,364.3,L,,,,,,,,,,,,
123.2,142.6,L,,,,,,176.7,387.5,L,,,,,,,,,,,,
123.2,154.2,M,,,,,,177.5,26.4,L,,,,,,,,,,,,
123.2,177.5,L,,,,,,177.5,86,L,,,,,,,,,,,,
123.2,210.8,L,,,,,,178.3,79.8,L,,,,,,,,,,,,
123.2,241.8,L,,,,,,178.3,123.2,M,,,,,,,,,,,,
124,55.8,M,,,,,,178.3,151.9,L,,,,,,,,,,,,
124,92.2,M,,,,,,178.3,339.5,L,,,,,,,,,,,,
124,117.8,L,,,,,,179,17.1,L,,,,,,,,,,,,
124,189.9,M,,,,,,179,43.4,L,,,,,,,,,,,,
124,205.4,L,,,,,,179,246.5,L,,,,,,,,,,,,
124.8,12.4,L,,,,,,179.8,35.7,L,,,,,,,,,,,,
124.8,22.5,L,,,,,,179.8,303.8,L,,,,,,,,,,,,
124.8,34.9,L,,,,,,180.6,51.2,S,,,,,,,,,,,,
124.8,64.3,M,,,,,,180.6,132.5,L,,,,,,,,,,,,
124.8,79.1,L,,,,,,180.6,274.4,M,,,,,,,,,,,,
124.8,98.4,L,,,,,,180.6,356.5,L,,,,,,,,,,,,
124.8,107.7,L,,,,,,180.6,376.7,L,,,,,,,,,,,,
124.8,148,L,,,,,,181.4,62,L,,,,,,,,,,,,
124.8,172.1,L,,,,,,181.4,71.3,M,,,,,,,,,,,,
124.8,231.7,M,,,,,,181.4,103.9,L,,,,,,,,,,,,
125.6,123.2,L,,,,,,181.4,197.6,L,,,,,,,,,,,,
125.6,129.4,L,,,,,,181.4,207.7,L,,,,,,,,,,,,
125.6,162,M,,,,,,181.4,282.9,M,,,,,,,,,,,,
125.6,184.5,L,,,,,,181.4,330.2,M,,,,,,,,,,,,
125.6,200,L,,,,,,182.1,94.6,M,,,,,,,,,,,,
125.6,237.2,L,,,,,,182.1,114.7,L,,,,,,,,,,,,
126.3,27.1,L,,,,,,182.1,173.6,L,,,,,,,,,,,,
126.3,58.9,L,,,,,,182.1,222.4,M,,,,,,,,,,,,
126.3,72.9,L,,,,,,182.1,255.8,M,,,,,,,,,,,,
126.3,133.3,M,,,,,,182.1,289.9,L,,,,,,,,,,,,
127.1,18.6,M,,,,,,182.1,315.4,L,,,,,,,,,,,,
127.1,47.3,L,,,,,,182.9,158.1,L,,,,,,,,,,,,
127.1,140.3,L,,,,,,182.9,165.9,S,,,,,,,,,,,,
127.9,3.9,L,,,,,,183.7,11.6,L,,,,,,,,,,,,
127.9,9.3,L,,,,,,183.7,229.4,L,,,,,,,,,,,,
127.9,30.2,L,,,,,,184.5,145.7,L,,,,,,,,,,,,
127.9,41.9,L,,,,,,184.5,239.5,L,,,,,,,,,,,,
127.9,87.6,M,,,,,,184.5,260.4,M,,,,,,,,,,,,
127.9,102.3,M,,,,,,184.5,343.4,S,,,,,,,,,,,,
127.9,113.2,L,,,,,,185.2,28.7,M,,,,,,,,,,,,
127.9,210.8,L,,,,,,185.2,79.1,M,,,,,,,,,,,,
127.9,227.9,L,,,,,,185.2,186,M,,,,,,,,,,,,
128.7,21.7,L,,,,,,185.2,298.4,L,,,,,,,,,,,,
128.7,51.9,L,,,,,,185.2,364.3,M,,,,,,,,,,,,
128.7,81.4,M,,,,,,185.2,383.7,L,,,,,,,,,,,,
128.7,93,M,,,,,,185.7,152.4,NC,,,,,,,,,,,,
128.7,166.6,L,,,,,,186,20.2,L,,,,,,,,,,,,
128.7,195.3,L,,,,,,186,36.4,L,,,,,,,,,,,,
128.7,203.8,L,,,,,,186,324,L,,,,,,,,,,,,
128.7,221.7,M,,,,,,186.8,124.8,S,,,,,,,,,,,,
128.7,246.5,M,,,,,,186.8,134.9,L,,,,,,,,,,,,
129.4,68.2,L,,,,,,187.6,46.5,L,,,,,,,,,,,,
129.4,145.7,M,,,,,,187.6,55.8,L,,,,,,,,,,,,
129.4,151.1,S,,,,,,187.6,65.1,S,,,,,,,,,,,,
129.4,188.3,L,,,,,,187.6,89.1,L,,,,,,,,,,,,
129.4,216.2,L,,,,,,187.6,103.1,L,,,,,,,,,,,,
130.2,13.2,L,,,,,,187.6,114.7,L,,,,,,,,,,,,
130.2,75.2,L,,,,,,187.6,246.5,L,,,,,,,,,,,,
130.2,97.7,L,,,,,,187.6,336.4,L,,,,,,,,,,,,
130.2,136.4,M,,,,,,187.6,354.2,L,,,,,,,,,,,,
130.2,155.8,M,,,,,,187.6,373.6,L,,,,,,,,,,,,
130.2,175.2,L,,,,,,188.1,274.8,M,,,,,,,,,,,,
131,17.8,L,,,,,,188.3,213.1,L,,,,,,,,,,,,
131,56.6,L,,,,,,189.1,71.3,L,,,,,,,,,,,,
131,62.8,L,,,,,,189.1,167.4,L,,,,,,,,,,,,
131,106.2,M,,,,,,189.1,175.2,L,,,,,,,,,,,,
131,117,L,,,,,,189.1,193.8,M,,,,,,,,,,,,
131,124,S,,,,,,189.1,202.3,L,,,,,,,,,,,,
131,129.4,L,,,,,,189.1,286.8,M,,,,,,,,,,,,
131,237.9,L,,,,,,189.1,316.2,M,,,,,,,,,,,,
131.8,27.1,L,,,,,,189.9,6.2,L,,,,,,,,,,,,
131.8,32.6,L,,,,,,189.9,96.9,L,,,,,,,,,,,,
131.8,37.2,L,,,,,,189.9,389.9,L,,,,,,,,,,,,
131.8,45,L,,,,,,190.7,15.5,L,,,,,,,,,,,,
131.8,162.8,L,,,,,,191.4,25.6,L,,,,,,,,,,,,
131.8,170.5,L,,,,,,191.4,81.4,L,,,,,,,,,,,,
131.8,198.4,M,,,,,,191.4,221.7,M,,,,,,,,,,,,
132.5,89.9,L,,,,,,191.4,257.3,L,,,,,,,,,,,,
132.5,180.6,L,,,,,,191.4,327.1,L,,,,,,,,,,,,
132.5,208.5,M,,,,,,192.2,40.3,L,,,,,,,,,,,,
132.5,243.4,M,,,,,,192.2,142.6,L,,,,,,,,,,,,
133.3,10.1,L,,,,,,192.2,156.6,M,,,,,,,,,,,,
133.3,51.2,L,,,,,,192.2,238.7,L,,,,,,,,,,,,
133.3,66.7,L,,,,,,192.2,343.4,M,,,,,,,,,,,,
133.3,71.3,L,,,,,,192.2,362,L,,,,,,,,,,,,
133.3,85.3,M,,,,,,193,31.8,M,,,,,,,,,,,,
133.3,102.3,L,,,,,,193,58.5,L,,,,,,,,,,,,
133.3,111.6,L,,,,,,193,123.2,L,,,,,,,,,,,,
133.3,225.5,L,,,,,,193,149.6,S,,,,,,,,,,,,
133.3,231.7,L,,,,,,193,231,S,,,,,,,,,,,,
134.1,23.3,L,,,,,,193.8,183.7,L,,,,,,,,,,,,
134.1,78.3,M,,,,,,193.8,296.8,L,,,,,,,,,,,,
134.1,96.9,S,,,,,,194.5,132.5,L,,,,,,,,,,,,
134.1,142.6,L,,,,,,194.5,207.7,L,,,,,,,,,,,,
134.1,218.6,L,,,,,,194.5,280.6,M,,,,,,,,,,,,
134.9,4.7,L,,,,,,194.5,305.4,L,,,,,,,,,,,,
134.9,41.1,L,,,,,,194.5,379.8,L,,,,,,,,,,,,
134.9,132.5,L,,,,,,195.3,105.4,M,,,,,,,,,,,,
134.9,186,L,,,,,,195.3,201.5,M,,,,,,,,,,,,
134.9,203.1,L,,,,,,195.3,318.5,L,,,,,,,,,,,,
135.6,14,L,,,,,,196.1,3.9,L,,,,,,,,,,,,
135.6,55.8,L,,,,,,196.1,48.1,L,,,,,,,,,,,,
135.6,61.2,M,,,,,,196.1,69.8,M,,,,,,,,,,,,
135.6,107.7,L,,,,,,196.1,165.9,L,,,,,,,,,,,,
135.6,116.3,L,,,,,,196.1,244.9,M,,,,,,,,,,,,
135.6,127.9,M,,,,,,196.1,271.3,L,,,,,,,,,,,,
135.6,152.7,M,,,,,,196.1,334.8,M,,,,,,,,,,,,
135.6,158.9,L,,,,,,196.1,355.8,M,,,,,,,,,,,,
136.4,18.6,L,,,,,,196.9,20.2,S,,,,,,,,,,,,
136.4,30.2,M,,,,,,196.9,113.9,M,,,,,,,,,,,,
136.4,37.2,L,,,,,,196.9,177.5,L,,,,,,,,,,,,
136.4,121.7,L,,,,,,196.9,370.5,L,,,,,,,,,,,,
136.4,138,L,,,,,,197.6,80.6,L,,,,,,,,,,,,
136.4,147.3,L,,,,,,198.4,10.9,M,,,,,,,,,,,,
136.4,166.6,M,,,,,,198.4,40.3,L,,,,,,,,,,,,
136.4,211.6,M,,,,,,198.4,63.6,L,,,,,,,,,,,,
137.2,45.7,L,,,,,,198.4,94.6,L,,,,,,,,,,,,
137.2,72.9,L,,,,,,198.4,189.9,S,,,,,,,,,,,,
137.2,81.4,L,,,,,,198.4,216.2,L,,,,,,,,,,,,
137.2,176.7,L,,,,,,198.4,258.9,L,,,,,,,,,,,,
137.2,196.1,M,,,,,,199.2,154.2,L,,,,,,,,,,,,
137.2,240.3,L,,,,,,199.2,387.5,L,,,,,,,,,,,,
137.4,86.8,L,,,,,,200,55.8,S,,,,,,,,,,,,
138,91.5,L,,,,,,200,123.2,L,,,,,,,,,,,,
138,172.1,L,,,,,,200,142.6,L,,,,,,,,,,,,
138,231,M,,,,,,200,224.8,L,,,,,,,,,,,,
138.7,111.6,M,,,,,,200.7,30.2,L,,,,,,,,,,,,
138.7,245.7,L,,,,,,200.7,236.4,L,,,,,,,,,,,,
139.5,10.1,L,,,,,,200.7,289.9,L,,,,,,,,,,,,
139.5,26.4,M,,,,,,200.7,347.2,L,,,,,,,,,,,,
139.5,34.1,M,,,,,,201.5,131.8,L,,,,,,,,,,,,
139.5,51.9,M,,,,,,201.5,197.6,L,,,,,,,,,,,,
139.5,63.6,L,,,,,,201.5,312.3,L,,,,,,,,,,,,
139.5,77.5,L,,,,,,202.3,45.7,M,,,,,,,,,,,,
139.5,98.4,L,,,,,,202.3,106.2,M,,,,,,,,,,,,
139.5,103.1,M,,,,,,202.3,248,L,,,,,,,,,,,,
139.5,142.6,M,,,,,,202.3,278.2,M,,,,,,,,,,,,
139.5,191.4,L,,,,,,202.3,296.1,L,,,,,,,,,,,,
139.5,206.2,L,,,,,,203.1,20.2,M,,,,,,,,,,,,
139.5,217,L,,,,,,203.1,162,M,,,,,,,,,,,,
139.5,223.2,S,,,,,,203.1,265.8,M,,,,,,,,,,,,
140.3,3.1,L,,,,,,203.1,377.5,L,,,,,,,,,,,,
140.3,16.3,L,,,,,,203.8,3.9,L,,,,,,,,,,,,
140.3,20.9,M,,,,,,203.8,69,M,,,,,,,,,,,,
140.3,41.1,L,,,,,,203.8,207.7,L,,,,,,,,,,,,
140.3,58.1,L,,,,,,203.8,330.9,L,,,,,,,,,,,,
140.3,131,L,,,,,,203.8,340.2,M,,,,,,,,,,,,
140.3,148.8,L,,,,,,203.8,356.5,L,,,,,,,,,,,,
140.3,154.2,L,,,,,,204.6,77.5,L,,,,,,,,,,,,
140.3,160.4,L,,,,,,204.6,180.6,L,,,,,,,,,,,,
140.3,182.1,L,,,,,,204.6,189.1,L,,,,,,,,,,,,
140.3,236.4,L,,,,,,204.6,365.1,L,,,,,,,,,,,,
141.1,119.4,L,,,,,,205.4,35.7,M,,,,,,,,,,,,
141.1,124.8,M,,,,,,205.4,99.2,L,,,,,,,,,,,,
141.1,187.6,L,,,,,,205.4,149.6,M,,,,,,,,,,,,
141.1,200.7,L,,,,,,205.4,389.9,L,,,,,,,,,,,,
141.8,66.7,M,,,,,,206.2,83.7,L,,,,,,,,,,,,
141.8,72.9,L,,,,,,206.2,91.5,M,,,,,,,,,,,,
141.8,83.7,S,,,,,,206.2,114.7,M,,,,,,,,,,,,
141.8,93.8,L,,,,,,206.2,122.5,M,,,,,,,,,,,,
141.8,107.7,S,,,,,,206.2,140.3,L,,,,,,,,,,,,
141.8,211.6,M,,,,,,206.2,255.8,L,,,,,,,,,,,,
142.6,136.4,M,,,,,,206.2,303,L,,,,,,,,,,,,
142.6,165.9,L,,,,,,206.2,319.3,M,,,,,,,,,,,,
142.6,175.9,L,,,,,,206.9,215.5,S,,,,,,,,,,,,
142.6,241.8,L,,,,,,207.7,16.3,L,,,,,,,,,,,,
143.4,7,L,,,,,,207.7,231,L,,,,,,,,,,,,
143.4,45.7,L,,,,,,207.7,274.4,M,,,,,,,,,,,,
143.4,77.5,M,,,,,,207.7,287.5,S,,,,,,,,,,,,
143.4,88.4,L,,,,,,208.5,8.5,M,,,,,,,,,,,,
143.4,192.2,L,,,,,,208.5,44.2,L,,,,,,,,,,,,
143.4,230.2,M,,,,,,208.5,60.5,M,,,,,,,,,,,,
144.2,13.2,L,,,,,,208.5,200,M,,,,,,,,,,,,
144.2,30.2,M,,,,,,208.5,221.7,L,,,,,,,,,,,,
144.2,55,L,,,,,,208.5,375.1,L,,,,,,,,,,,,
144.2,60.5,L,,,,,,209.3,27.1,L,,,,,,,,,,,,
144.2,113.9,L,,,,,,209.3,55,L,,,,,,,,,,,,
144.2,157.3,L,,,,,,209.3,169,M,,,,,,,,,,,,
144.2,170.5,L,,,,,,210,132.5,M,,,,,,,,,,,,
144.2,203.8,L,,,,,,210,160.4,L,,,,,,,,,,,,
144.2,217,L,,,,,,210,249.6,NC,,,,,,,,,,,,
144.9,17.8,M,,,,,,210,261.2,M,,,,,,,,,,,,
144.9,23.3,S,,,,,,210,293,M,,,,,,,,,,,,
144.9,40.3,M,,,,,,210.8,99.2,L,,,,,,,,,,,,
